"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"VIM1"	1.32039173358728e-05	1.97511346672386	1	0.619	0.350735656192788	"5"	"VIM"
"CEP152"	1.4182474510183e-05	2.48131147619493	0.364	0.057	0.376729070413992	"5"	"CEP152"
"NUDT1"	1.47049353741124e-05	1.81310821127471	0.455	0.081	0.390607198342547	"5"	"NUDT1"
"TACC3"	1.54121570652229e-05	1.45384635838974	0.818	0.259	0.409393128123516	"5"	"TACC3"
"RPUSD2"	1.57030617626168e-05	0.327774903833626	0.273	0.031	0.41712042960039	"5"	"RPUSD2"
"SLC27A4"	1.59870552264132e-05	0.269577844645249	0.273	0.032	0.424664147979213	"5"	"SLC27A4"
"NUDT15"	1.6315276672151e-05	1.27232732053843	0.364	0.056	0.433382694242347	"5"	"NUDT15"
"CCDC18"	1.71322069072057e-05	2.443220450882	0.545	0.13	0.455082812076106	"5"	"CCDC18"
"C19orf48"	1.71646554692559e-05	1.38071857231631	0.455	0.08	0.455944743229844	"5"	"C19orf48"
"PTPRA"	1.72311544885836e-05	1.05356307395216	0.545	0.118	0.457711156680246	"5"	"PTPRA"
"CNTRL1"	1.74873091312978e-05	1.68679228666462	1	0.359	0.464515392454663	"5"	"CNTRL"
"NDUFA2"	1.76930805888796e-05	1.34523856987945	0.818	0.221	0.469981299682408	"5"	"NDUFA2"
"LSM3"	1.82355272785832e-05	0.762396510649498	0.727	0.174	0.484390311101005	"5"	"LSM3"
"LINC00854"	1.84917031290073e-05	0.939512466179043	0.273	0.032	0.491195110215822	"5"	"LINC00854"
"H2AFZ1"	1.84971729688642e-05	1.82982007479401	1	0.558	0.49134040557194	"5"	"H2AFZ"
"HMGB1"	1.85594936310381e-05	1.89715950694829	1	0.806	0.492995829321265	"5"	"HMGB1"
"FAM76B"	1.87552718578221e-05	0.778995970074016	0.455	0.083	0.498196286359328	"5"	"FAM76B"
"RPS19BP1"	1.89426467480933e-05	1.598549313186	0.818	0.22	0.503173525569601	"5"	"RPS19BP1"
"CDYL"	1.8964392595858e-05	3.12685769337785	0.273	0.033	0.503751160523775	"5"	"CDYL"
"ZMAT2"	1.9541154511081e-05	1.12604279822178	0.636	0.145	0.519071687277844	"5"	"ZMAT2"
"LAMTOR31"	1.95890992666713e-05	1.60276015604599	0.636	0.156	0.520345243820589	"5"	"LAMTOR3"
"NUP214"	2.25418313707818e-05	1.62088840742894	0.909	0.341	0.598778666702077	"5"	"NUP214"
"SRSF10"	2.33220781755961e-05	0.991656217525687	1	0.328	0.619504362578358	"5"	"SRSF10"
"DDX46"	2.38036971769634e-05	1.27643168067483	1	0.36	0.632297608111679	"5"	"DDX46"
"ACYP1"	2.46794501816755e-05	1.86007647770719	0.545	0.124	0.655560235175846	"5"	"ACYP1"
"KPNA3"	2.53233222302918e-05	1.1373029734717	0.545	0.12	0.672663408403242	"5"	"KPNA3"
"ING4"	2.60494554071875e-05	0.331344630942658	0.636	0.139	0.691951683981121	"5"	"ING4"
"SLC39A91"	2.60788679351578e-05	1.06480175973681	0.818	0.245	0.692732968961598	"5"	"SLC39A9"
"PPP1R35"	2.61880858551507e-05	0.93734424431889	0.273	0.033	0.695634124570367	"5"	"PPP1R35"
"LLfos-48D6.1"	2.63106831707592e-05	1.25227727424146	0.273	0.034	0.698890677064876	"5"	"LLfos-48D6.1"
"RP11-139H15.1"	2.66147046348307e-05	1.22574390597694	0.545	0.113	0.706966399215009	"5"	"RP11-139H15.1"
"LMNB2"	2.66876525895715e-05	3.07778082961624	0.364	0.061	0.708904115736788	"5"	"LMNB2"
"CAPNS1"	2.67622819600161e-05	0.479560538770107	0.636	0.147	0.710886495703909	"5"	"CAPNS1"
"ARV1"	2.78912191959801e-05	0.34246518062095	0.364	0.056	0.740874455502818	"5"	"ARV1"
"RP11-673C5.1"	2.88608590828636e-05	2.03013815323615	0.909	0.499	0.766630999818107	"5"	"RP11-673C5.1"
"RP11-18H21.1"	2.94752183976025e-05	2.23076854734687	0.273	0.034	0.782950226295516	"5"	"RP11-18H21.1"
"CFL1P2"	2.95006972551926e-05	2.51044876895807	0.364	0.058	0.783627021189682	"5"	"CFL1P2"
"FBXO5"	3.02268323673596e-05	3.01160583505967	0.273	0.035	0.802915348174172	"5"	"FBXO5"
"MAPK7"	3.09868149422678e-05	1.65010931160585	0.273	0.035	0.82310276531146	"5"	"MAPK7"
"CSRP2BP"	3.12226263261034e-05	0.760286087485458	0.364	0.057	0.829366623100284	"5"	"CSRP2BP"
"MICA"	3.15969749120285e-05	1.87843054064586	0.364	0.058	0.839310444588213	"5"	"MICA"
"PBRM11"	3.18610072653103e-05	1.39051176850012	0.818	0.237	0.846323935988437	"5"	"PBRM1"
"PRIM1"	3.20612337449535e-05	1.17801874270438	0.364	0.056	0.851642551967201	"5"	"PRIM1"
"LSM51"	3.21351528659367e-05	2.43970443994714	0.545	0.131	0.853606065577875	"5"	"LSM5"
"CEP128"	3.22495074486893e-05	1.18874083296849	0.455	0.088	0.856643666359534	"5"	"CEP128"
"DNAJC4"	3.23802161450762e-05	0.989985549898213	0.727	0.191	0.860115681461658	"5"	"DNAJC4"
"POLD1"	3.35371353185344e-05	2.78777077470994	0.364	0.062	0.890846925466229	"5"	"POLD1"
"PEX1"	3.38521093280547e-05	1.55184054061055	0.455	0.088	0.899213580081117	"5"	"PEX1"
"WDR24"	3.59420944977763e-05	2.10635016942136	0.273	0.035	0.954729856144431	"5"	"WDR24"
"ASAH2"	3.59420944977763e-05	0.551544826972753	0.273	0.035	0.954729856144431	"5"	"ASAH2"
"WHSC1"	3.68813424143824e-05	0.720986135630763	0.727	0.194	0.979679098553241	"5"	"WHSC1"
"SNX19"	3.91425773989947e-05	1.67537447732304	0.636	0.168	1	"5"	"SNX19"
"NUCKS1"	3.98821180080283e-05	2.26917380974407	0.909	0.497	1	"5"	"NUCKS1"
"CCHCR1"	4.0886112842201e-05	3.05406539175562	0.273	0.036	1	"5"	"CCHCR1"
"CTD-2313F11.1"	4.09092455799353e-05	1.43771809968983	0.364	0.062	1	"5"	"CTD-2313F11.1"
"SHMT1"	4.24962384832005e-05	0.308118705438248	0.364	0.058	1	"5"	"SHMT1"
"DNASE1"	4.37195089337805e-05	0.368648914421131	0.636	0.16	1	"5"	"DNASE1"
"SNIP1"	4.41444357745277e-05	1.07094807014589	0.455	0.09	1	"5"	"SNIP1"
"ASF1A"	4.42016637561432e-05	0.56935424663533	0.636	0.15	1	"5"	"ASF1A"
"C2orf69"	4.54745316527897e-05	1.82949296173516	0.545	0.132	1	"5"	"C2orf69"
"NSMCE2"	4.54755990150748e-05	2.04841866362811	0.545	0.128	1	"5"	"NSMCE2"
"C4orf46"	4.59487347063454e-05	3.17045614951764	0.273	0.037	1	"5"	"C4orf46"
"MAP3K4"	4.62658589994421e-05	1.11405092894321	0.545	0.127	1	"5"	"MAP3K4"
"SEPHS2"	4.6890386993677e-05	0.749413618368584	0.455	0.085	1	"5"	"SEPHS2"
"BUB3"	4.743216835132e-05	1.53190006999504	1	0.548	1	"5"	"BUB3"
"IMMP1L"	4.8233407974784e-05	0.481111945977394	0.455	0.087	1	"5"	"IMMP1L"
"ABHD10"	4.83432818323477e-05	0.584591121431702	0.455	0.086	1	"5"	"ABHD10"
"PPP4R1"	4.89036745122588e-05	1.43519326858629	0.455	0.09	1	"5"	"PPP4R1"
"GGPS1"	5.23049064184811e-05	0.266617915766215	0.545	0.12	1	"5"	"GGPS1"
"SUZ12"	5.3146991107578e-05	2.14041052211566	0.636	0.174	1	"5"	"SUZ12"
"SHPK"	5.32835544621502e-05	2.75127661637946	0.273	0.037	1	"5"	"SHPK"
"RHEBP1"	5.34429100560338e-05	2.05352283813529	0.545	0.131	1	"5"	"RHEBP1"
"ASAH2B"	5.38970330395775e-05	1.1089948866127	0.273	0.036	1	"5"	"ASAH2B"
"DNAJC2"	5.39241935480261e-05	1.1709029147578	0.636	0.166	1	"5"	"DNAJC2"
"MON1B1"	5.40280141127802e-05	2.04905042181495	0.636	0.18	1	"5"	"MON1B"
"ABCD4"	5.52253184425063e-05	0.659344558672018	0.727	0.194	1	"5"	"ABCD4"
"C14orf1"	5.62505242142314e-05	0.738006073395146	0.636	0.147	1	"5"	"C14orf1"
"MPDU11"	5.63215116013032e-05	1.59652863477489	0.636	0.175	1	"5"	"MPDU1"
"LMO7"	5.65174354694457e-05	2.06744130844712	0.273	0.037	1	"5"	"LMO7"
"ABCD3"	5.85720669805672e-05	1.00718446774716	0.364	0.062	1	"5"	"ABCD3"
"AC092652.1"	5.92374724726607e-05	0.680356220075623	0.273	0.037	1	"5"	"AC092652.1"
"DHRS4L2"	6.02886807528646e-05	1.92575617945093	0.545	0.128	1	"5"	"DHRS4L2"
"ATL3"	6.06518902196366e-05	1.47389110934334	0.636	0.186	1	"5"	"ATL3"
"CEP192"	6.08819674521928e-05	1.71584778224341	0.545	0.137	1	"5"	"CEP192"
"CDKL1"	6.13583630974651e-05	2.08431813170595	0.273	0.037	1	"5"	"CDKL1"
"SYTL11"	6.26878798581555e-05	0.605673420622871	0.818	0.239	1	"5"	"SYTL1"
"KIAA0753"	6.33120675627875e-05	2.92665359975574	0.273	0.037	1	"5"	"KIAA0753"
"DNAJC151"	6.35509754736075e-05	0.272731204709293	0.727	0.189	1	"5"	"DNAJC15"
"COMMD2"	6.38873785276378e-05	0.68034779080128	0.545	0.118	1	"5"	"COMMD2"
"ATP5J2"	6.44021957109288e-05	0.631218558041576	0.909	0.269	1	"5"	"ATP5J2"
"TUT1"	6.75638655063788e-05	0.713195054185483	0.455	0.09	1	"5"	"TUT1"
"CAV1"	6.99142898138942e-05	3.93790848475069	0.273	0.039	1	"5"	"CAV1"
"SMIM18"	7.05824172965685e-05	1.35752609556541	0.273	0.037	1	"5"	"SMIM18"
"BRPF1"	7.05825259740033e-05	1.76472138952252	0.273	0.037	1	"5"	"BRPF1"
"SLC43A3"	7.07169293186662e-05	0.482472658456809	0.455	0.088	1	"5"	"SLC43A3"
"STRA13"	7.15520508019981e-05	0.958237305202804	0.636	0.154	1	"5"	"STRA13"
"MPP1"	7.32109059448004e-05	0.553220771951022	0.364	0.061	1	"5"	"MPP1"
"PIK3CG"	7.38513314862288e-05	1.61639830803742	0.636	0.186	1	"5"	"PIK3CG"
"GLRX5"	7.5250165095301e-05	3.44387788908923	0.273	0.037	1	"5"	"GLRX5"
"WIBG"	7.60546932885777e-05	1.36777052430645	0.636	0.169	1	"5"	"WIBG"
"DCAF15"	7.63884169025498e-05	3.4383150667848	0.273	0.038	1	"5"	"DCAF15"
"USF1"	7.66045718169625e-05	1.34847260769183	0.455	0.093	1	"5"	"USF1"
"MAP3K7"	7.71239973634968e-05	0.905827573171903	0.636	0.167	1	"5"	"MAP3K7"
"LSM41"	7.82057243490233e-05	0.949489061501014	0.818	0.252	1	"5"	"LSM4"
"BCL101"	8.07017778001306e-05	0.776947939156921	0.909	0.312	1	"5"	"BCL10"
"UBXN2A"	8.79000627302053e-05	1.25300508453623	0.455	0.098	1	"5"	"UBXN2A"
"TMTC31"	8.88543177376107e-05	1.54449369716534	0.545	0.131	1	"5"	"TMTC3"
"NIT1"	8.9749039697029e-05	0.748613472151087	0.455	0.093	1	"5"	"NIT1"
"NEDD1"	8.99473559164981e-05	2.61262367041413	0.455	0.104	1	"5"	"NEDD1"
"KLC2"	9.09964946695954e-05	2.21443989534646	0.364	0.065	1	"5"	"KLC2"
"EIF2AK4"	9.14810612933147e-05	0.607196759229178	0.455	0.092	1	"5"	"EIF2AK4"
"RP11-570P14.1"	9.74756380315712e-05	1.52529086864652	0.364	0.062	1	"5"	"RP11-570P14.1"
"CTC-559E9.5"	9.77402872753092e-05	2.80588027789774	0.273	0.039	1	"5"	"CTC-559E9.5"
"CANT1"	9.81224792929356e-05	0.615949666663337	0.545	0.134	1	"5"	"CANT1"
"UBALD2"	9.96773609349573e-05	2.67824394012598	0.364	0.064	1	"5"	"UBALD2"
"TMEM106C"	0.000100866724855087	1.2329921048791	0.545	0.125	1	"5"	"TMEM106C"
"HAUS5"	0.000100962755861073	1.8814303281743	0.455	0.101	1	"5"	"HAUS5"
"SLC1A5"	0.000102275964158337	1.76351419209379	0.636	0.174	1	"5"	"SLC1A5"
"BLM"	0.000102558406117314	0.670782721184755	0.455	0.094	1	"5"	"BLM"
"SPAG7"	0.000103803288135667	0.762970738938037	0.636	0.154	1	"5"	"SPAG7"
"BUD13"	0.000109171433198279	0.578900900059698	0.364	0.063	1	"5"	"BUD13"
"MED7"	0.000110137788959779	0.931541489215103	0.364	0.063	1	"5"	"MED7"
"INTS5"	0.000115298674411835	1.86781434885424	0.273	0.039	1	"5"	"INTS5"
"MAK16"	0.000115640925128144	1.18549692265903	0.364	0.066	1	"5"	"MAK16"
"APOBEC3B"	0.000116769873206524	4.56603949792371	0.273	0.042	1	"5"	"APOBEC3B"
"ANAPC10"	0.000119199979004286	1.11817656530918	0.455	0.095	1	"5"	"ANAPC10"
"ATAD2"	0.000121613948815083	1.87840215048813	0.545	0.153	1	"5"	"ATAD2"
"DNTTIP21"	0.000123678712385487	0.750494114064411	0.727	0.218	1	"5"	"DNTTIP2"
"SLIRP"	0.000126251623092058	1.45024569016169	0.545	0.135	1	"5"	"SLIRP"
"RRP7A1"	0.000126512941175044	0.87006214278987	0.818	0.262	1	"5"	"RRP7A"
"IPO11"	0.000128511410027375	1.02426232655658	0.364	0.067	1	"5"	"IPO11"
"YWHAH"	0.000129299911966045	1.09080582663215	0.545	0.13	1	"5"	"YWHAH"
"RALB"	0.000131898890952143	0.717361808116049	0.455	0.095	1	"5"	"RALB"
"ZBTB24"	0.000133454487123431	1.12362552008647	0.364	0.065	1	"5"	"ZBTB24"
"MRPL35"	0.000135066851488186	1.96072468229018	0.273	0.039	1	"5"	"MRPL35"
"RNASEH2C"	0.000136240022752359	1.5294287205578	0.636	0.185	1	"5"	"RNASEH2C"
"XPOT"	0.000136700792919983	0.674412061059014	0.636	0.179	1	"5"	"XPOT"
"HOXB2"	0.000139408792319887	2.9600745426196	0.455	0.1	1	"5"	"HOXB2"
"COX15"	0.000141740998329695	2.51051041313638	0.545	0.13	1	"5"	"COX15"
"UBL4A"	0.000142501636373857	1.20689124291091	0.364	0.064	1	"5"	"UBL4A"
"RP11-264B17.3"	0.000147700645010459	2.41982013393658	0.545	0.14	1	"5"	"RP11-264B17.3"
"ACTB1"	0.000149184529877066	1.0971722373082	1	0.998	1	"5"	"ACTB"
"RABL6"	0.000150994925690873	0.534598997144399	0.364	0.067	1	"5"	"RABL6"
"WDR61"	0.000151083007289268	0.436232802106678	0.727	0.205	1	"5"	"WDR61"
"RPS26P31"	0.000152187917973916	1.17399448397176	0.727	0.24	1	"5"	"RPS26P3"
"ZNF816"	0.000156777361734855	0.555450985270967	0.273	0.04	1	"5"	"ZNF816"
"TNFAIP8L2"	0.000156777402121069	2.37194000124084	0.273	0.04	1	"5"	"TNFAIP8L2"
"HN11"	0.000157172062991717	1.27423198714032	0.909	0.327	1	"5"	"HN1"
"RUFY2"	0.000157211677304251	0.776816277397631	0.455	0.105	1	"5"	"RUFY2"
"CEBPG"	0.000158283165331138	1.35822645773442	0.455	0.098	1	"5"	"CEBPG"
"MRPS2"	0.000158522848616532	0.373553668061156	0.455	0.093	1	"5"	"MRPS2"
"CEP57"	0.000158573488227543	0.369215432435704	0.727	0.212	1	"5"	"CEP57"
"RPL13P5"	0.000160371919955436	2.77588203579623	0.364	0.07	1	"5"	"RPL13P5"
"TGS1"	0.000164212764014156	1.34705424469624	0.545	0.142	1	"5"	"TGS1"
"SCYL3"	0.000167054659375889	2.54753906619528	0.364	0.068	1	"5"	"SCYL3"
"GUSBP3"	0.000167101391593322	1.10484015727329	0.545	0.143	1	"5"	"GUSBP3"
"CTD-2311M21.2"	0.000169796116263397	2.74476361384579	0.273	0.04	1	"5"	"CTD-2311M21.2"
"ZC3H4"	0.000172644845370826	1.05578597767157	0.818	0.293	1	"5"	"ZC3H4"
"H2AFJ"	0.000179503978118561	1.05391170105961	0.636	0.168	1	"5"	"H2AFJ"
"TMEM71"	0.000181493566377092	2.93348768866804	0.273	0.042	1	"5"	"TMEM71"
"COPG2"	0.000187749702139551	0.515795280212638	0.273	0.04	1	"5"	"COPG2"
"RP11-1023L17.1"	0.000188311635246384	0.834387234963069	0.545	0.148	1	"5"	"RP11-1023L17.1"
"NNT"	0.00018929950293975	1.49817604059421	0.636	0.197	1	"5"	"NNT"
"AC007347.1"	0.000191393654961433	1.91435493098328	0.455	0.103	1	"5"	"AC007347.1"
"MTX1"	0.000191453203824157	2.26833315898214	0.455	0.103	1	"5"	"MTX1"
"CARD81"	0.000192554287696571	0.548821553577904	0.909	0.364	1	"5"	"CARD8"
"ZNF252P"	0.000194136312305503	1.90314437774361	0.545	0.146	1	"5"	"ZNF252P"
"SUPT16H1"	0.000199647547134613	0.278891335636937	0.909	0.301	1	"5"	"SUPT16H"
"ACACB"	0.000200355203598413	2.84345511366289	0.273	0.043	1	"5"	"ACACB"
"GCH1"	0.000204935810722579	1.05236496883897	0.455	0.106	1	"5"	"GCH1"
"GNG52"	0.00020747807059372	0.998996512803759	1	0.457	1	"5"	"GNG5"
"WDR5"	0.000211403344133871	1.9375087733587	0.364	0.073	1	"5"	"WDR5"
"RTN3P1"	0.0002114962340072	2.20208846498652	0.273	0.041	1	"5"	"RTN3P1"
"PPAPDC2"	0.000211496696835697	1.61466390597149	0.273	0.041	1	"5"	"PPAPDC2"
"ITGA5"	0.000212492765693895	1.69983217304927	0.364	0.07	1	"5"	"ITGA5"
"ZNF92"	0.000213241414236462	1.06067771309638	0.545	0.144	1	"5"	"ZNF92"
"RP11-366M4.1"	0.000217181659943342	1.86872309487936	0.455	0.103	1	"5"	"RP11-366M4.1"
"RMND1"	0.000218072213062237	0.450298943602567	0.364	0.067	1	"5"	"RMND1"
"DLEU2"	0.000224823542359533	1.92260816529796	0.364	0.071	1	"5"	"DLEU2"
"SLC4A2"	0.000239470314032135	0.562311975095875	0.455	0.1	1	"5"	"SLC4A2"
"RP11-284N8.3"	0.000239545041628456	1.41977951241303	0.273	0.042	1	"5"	"RP11-284N8.3"
"RP11-810M2.2"	0.000239545041628456	2.45977611861633	0.273	0.042	1	"5"	"RP11-810M2.2"
"LINC00998"	0.000241076992914073	0.596253671891086	0.364	0.066	1	"5"	"LINC00998"
"EIF1AY"	0.000242781103668682	1.15378435770753	0.455	0.1	1	"5"	"EIF1AY"
"SERF1B"	0.000244182792103089	1.46069835642484	0.364	0.068	1	"5"	"SERF1B"
"DROSHA"	0.000246299896703423	1.72194278387913	0.636	0.212	1	"5"	"DROSHA"
"HIST1H4J"	0.000250414608686436	1.56747466277109	0.273	0.043	1	"5"	"HIST1H4J"
"SSNA11"	0.000255157693837392	0.645097475468816	0.727	0.211	1	"5"	"SSNA1"
"RNASEH2A"	0.000255916865238885	1.70191386214367	0.273	0.042	1	"5"	"RNASEH2A"
"CHEK1"	0.000255995822996013	3.10458841607445	0.273	0.044	1	"5"	"CHEK1"
"SNX12"	0.000258571690016708	0.69958871450905	0.273	0.041	1	"5"	"SNX12"
"ANP32E"	0.000258946871909317	1.64819564544443	0.909	0.524	1	"5"	"ANP32E"
"AC024560.3"	0.000261077613745791	1.33930138101272	0.545	0.147	1	"5"	"AC024560.3"
"DCLRE1C"	0.000275449501384101	1.31799319453607	0.636	0.188	1	"5"	"DCLRE1C"
"AIFM1"	0.000279464024485888	0.464789360628158	0.455	0.098	1	"5"	"AIFM1"
"CNOT10"	0.000279710600937688	1.20073883623604	0.545	0.145	1	"5"	"CNOT10"
"MFF1"	0.000280050427877416	0.542077971327521	0.818	0.26	1	"5"	"MFF"
"AES1"	0.000282828522682762	1.32319032159663	0.818	0.295	1	"5"	"AES"
"AP2S1"	0.000283606514450157	1.05028032640425	0.818	0.273	1	"5"	"AP2S1"
"MCTS1"	0.000287145785825025	0.962167218697067	0.455	0.099	1	"5"	"MCTS1"
"EIF2B1"	0.000287571402860919	0.831583739376342	0.636	0.176	1	"5"	"EIF2B1"
"RTCA1"	0.000287773001678013	0.373546283343078	0.727	0.226	1	"5"	"RTCA"
"DCXR1"	0.00029634567863908	1.56364284875056	0.818	0.276	1	"5"	"DCXR"
"TEX10"	0.000298874501571649	1.10513150650953	0.455	0.109	1	"5"	"TEX10"
"ACTR8"	0.000299125156954808	2.22755569153454	0.364	0.075	1	"5"	"ACTR8"
"CCDC134"	0.000300104721499973	0.571494850043924	0.364	0.07	1	"5"	"CCDC134"
"UMPS"	0.00030747590150522	2.67763520859655	0.273	0.044	1	"5"	"UMPS"
"RFWD2"	0.000315674797447936	0.923432214813689	0.455	0.11	1	"5"	"RFWD2"
"HLA-DRA1"	0.000317027564207195	1.49173450509054	0.818	0.399	1	"5"	"HLA-DRA"
"ERP27"	0.000317587712882934	0.77260175871082	0.545	0.153	1	"5"	"ERP27"
"GUCD1"	0.000319225758120626	1.20354489974136	0.455	0.106	1	"5"	"GUCD1"
"HNRNPA2B1"	0.000325628575851741	1.13380619274926	1	0.884	1	"5"	"HNRNPA2B1"
"DSN1"	0.000332612981068664	1.46034234541629	0.273	0.044	1	"5"	"DSN1"
"KRR11"	0.000339165537492803	1.22173359214259	0.818	0.308	1	"5"	"KRR1"
"FAM111A"	0.000340735484252591	1.60521670930092	0.727	0.266	1	"5"	"FAM111A"
"ZNF440"	0.000343905587422554	3.05517548467888	0.273	0.046	1	"5"	"ZNF440"
"TFB2M"	0.000344614850839612	1.0268808796144	0.364	0.071	1	"5"	"TFB2M"
"NUP160"	0.000347141110436362	1.68847271844213	0.545	0.15	1	"5"	"NUP160"
"DCLRE1A"	0.000352249409180438	2.98175597441021	0.273	0.045	1	"5"	"DCLRE1A"
"NT5C21"	0.000355409567563204	0.585887246243521	0.636	0.182	1	"5"	"NT5C2"
"EIF4EBP21"	0.000358366100419532	0.842444570554686	0.909	0.373	1	"5"	"EIF4EBP2"
"C11orf24"	0.00035970573047971	0.875876230422754	0.364	0.071	1	"5"	"C11orf24"
"RPA3"	0.000364044289383873	1.23069908775246	0.545	0.147	1	"5"	"RPA3"
"DOLPP1"	0.000365464940938567	1.19465048501433	0.273	0.043	1	"5"	"DOLPP1"
"SCO1"	0.000365557598420961	1.10456069751765	0.364	0.072	1	"5"	"SCO1"
"EEA1"	0.000366793495921733	1.29024871434175	0.364	0.074	1	"5"	"EEA1"
"H2AFZP3"	0.00038252306728244	2.32598517571004	0.364	0.08	1	"5"	"H2AFZP3"
"STAG3L3"	0.000385333459713073	0.326329612771008	0.909	0.331	1	"5"	"STAG3L3"
"UPF3A"	0.000393472678513868	0.270839653826796	0.636	0.179	1	"5"	"UPF3A"
"FAM204A"	0.000395905733004079	0.566214443643725	0.727	0.239	1	"5"	"FAM204A"
"PGGT1B1"	0.000406545003590473	1.72839889657785	0.545	0.164	1	"5"	"PGGT1B"
"ABCF2"	0.000419691251838603	0.699448026019676	0.455	0.106	1	"5"	"ABCF2"
"PAAF1"	0.000423102634285895	0.985585461162398	0.364	0.072	1	"5"	"PAAF1"
"CDC42EP3"	0.000436706560883378	0.495786678033555	0.636	0.19	1	"5"	"CDC42EP3"
"RP11-573D15.2"	0.000447176370509244	1.3571680049156	0.273	0.044	1	"5"	"RP11-573D15.2"
"RP5-940J5.92"	0.000450859184552972	0.809576953493272	1	0.979	1	"5"	"RP5-940J5.9"
"MUT"	0.000452715595109226	0.437173732661337	0.364	0.073	1	"5"	"MUT"
"CDC7"	0.000453201020493525	1.74626100148671	0.273	0.045	1	"5"	"CDC7"
"SUN2"	0.000455056790840347	1.08813621682268	0.909	0.401	1	"5"	"SUN2"
"FAM149B1"	0.00045518331965513	2.97161652836545	0.364	0.079	1	"5"	"FAM149B1"
"RP11-867G23.4"	0.000473079027375478	1.21651834839925	0.727	0.246	1	"5"	"RP11-867G23.4"
"MOSPD3"	0.000476610412830422	0.42263481731624	0.364	0.071	1	"5"	"MOSPD3"
"STXBP4"	0.00048633528894126	1.12429058567133	0.273	0.045	1	"5"	"STXBP4"
"EXTL3"	0.000486335577576735	0.37056430213335	0.273	0.045	1	"5"	"EXTL3"
"DNAJC9"	0.000487534843316434	1.17930165713311	0.545	0.147	1	"5"	"DNAJC9"
"TET3"	0.000493689711536867	0.273284451308021	0.455	0.116	1	"5"	"TET3"
"RAN1"	0.000495013111520872	1.38408651280411	1	0.663	1	"5"	"RAN"
"CIZ1"	0.000496475025495998	0.577928720186153	0.455	0.109	1	"5"	"CIZ1"
"RANGAP11"	0.000497604994183582	0.632659824667284	0.818	0.311	1	"5"	"RANGAP1"
"AL590762.1"	0.000498151757911466	1.56831546292052	1	0.525	1	"5"	"AL590762.1"
"RP11-434D12.1"	0.000500934086439391	2.18658974457877	0.273	0.046	1	"5"	"RP11-434D12.1"
"CASP2"	0.000503066245901362	0.551834615856041	0.909	0.389	1	"5"	"CASP2"
"MED121"	0.000505481034776103	0.806923138357094	0.727	0.25	1	"5"	"MED12"
"CCNC1"	0.000505605202962282	0.306557317821971	0.636	0.185	1	"5"	"CCNC"
"AC099522.2"	0.000514496193247743	0.455797223442529	0.545	0.14	1	"5"	"AC099522.2"
"FAM122B"	0.000517393578417825	3.34904909713942	0.364	0.074	1	"5"	"FAM122B"
"AMY2B"	0.000525824884794196	0.621658293415988	0.364	0.076	1	"5"	"AMY2B"
"ENDOV"	0.000529580982213874	3.04998288108428	0.273	0.046	1	"5"	"ENDOV"
"ANKH"	0.000534520460414973	1.05377903394651	0.545	0.161	1	"5"	"ANKH"
"TMEM41A"	0.000544266002722458	1.11877941301883	0.455	0.11	1	"5"	"TMEM41A"
"TUBG1"	0.000551459063617827	0.688254110387895	0.364	0.077	1	"5"	"TUBG1"
"GRK5"	0.00055309499849376	1.9833519808299	0.455	0.118	1	"5"	"GRK5"
"TCERG11"	0.000554007057348296	0.679620430881755	0.818	0.337	1	"5"	"TCERG1"
"ARMC1"	0.000556110693842365	0.671092866853375	0.455	0.113	1	"5"	"ARMC1"
"ZNF75D"	0.000557776689148056	0.727317498912003	0.364	0.076	1	"5"	"ZNF75D"
"IFT122"	0.000559360187683107	1.74471116830602	0.273	0.047	1	"5"	"IFT122"
"PDZD11"	0.000570296818904293	0.500273775378151	0.545	0.142	1	"5"	"PDZD11"
"POLH"	0.000573700598649972	1.57134664504531	0.364	0.079	1	"5"	"POLH"
"CRIP1"	0.000575970378312433	1.1245744016267	1	0.574	1	"5"	"CRIP1"
"CORO1A1"	0.000589095044977596	1.15598472444142	1	0.88	1	"5"	"CORO1A"
"HCFC11"	0.000593681519512031	1.2571326730948	0.818	0.348	1	"5"	"HCFC1"
"SCFD1"	0.000597282022642045	0.29173842712261	0.636	0.191	1	"5"	"SCFD1"
"DDX59"	0.000603233840813812	1.16272296518053	0.455	0.11	1	"5"	"DDX59"
"PPIH1"	0.00060498216291524	0.996318242289432	0.455	0.109	1	"5"	"PPIH"
"INTS10"	0.000607440674246089	1.62139512275974	0.545	0.162	1	"5"	"INTS10"
"CDK2AP2"	0.000612250361399278	0.929965475782232	0.909	0.375	1	"5"	"CDK2AP2"
"GOT1"	0.000613577076148944	0.79385700422967	0.364	0.076	1	"5"	"GOT1"
"TMUB1"	0.000624455082545695	0.873176629645744	0.455	0.116	1	"5"	"TMUB1"
"ILF21"	0.000629653568540979	1.38958083513173	0.909	0.379	1	"5"	"ILF2"
"AL358333.1"	0.000639987851563795	0.959509836878135	0.545	0.154	1	"5"	"AL358333.1"
"SPATA5"	0.00064343090851738	1.09685644708992	0.364	0.079	1	"5"	"SPATA5"
"FTO"	0.000649740233054892	0.731249140138123	0.636	0.195	1	"5"	"FTO"
